title,price,old_price,category,description
"Placa de baza ASRock Z490M-ITX/ac-ITX/AC, Intel Z490, LGA 1200, Mini-ITX",779,,Placi de baza,"Socket : LGA 1200,Chipset : Z490,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 4400+(OC)* / 4333(OC) / 4266(OC) / 4133(OC) / 4000(OC) / 3866(OC) / 3800(OC) / 3733(OC) / 3600(OC) / 3200(OC) / 2933 / 2800 / 2666 / 2400 / 2133 MHz,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Audio : Incorporata,Codec : Realtek ALC1220,Canale : HD 7.1,Placa de retea : Integrata,Controller : Intel I219V | Realtek RTL8125B-CG 2.5G,Tip : Dual,Viteza : 10/100/1000/2500,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x4,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x4,Port-uri USB 3.1 (Type-A) : x1,Port-uri USB 3.1 (Type-C) : x1,HDMI : x1,DisplayPort : x1,RJ 45 : x2,Audio Jack : x3,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : mITX,Dimensiuni (L x l) (cm) : 17.0 x 17.0"
"Placa de baza ASRock Z490 Phantom Gaming-ITX/TB3, Intel Z490, LGA 1200, Mini-ITX",1471.99,1541.99,Placi de baza,"Socket : LGA 1200,Chipset : Z490,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 4666+(OC)* / 4600 / 4500 / 4400 / 4333/4266(OC) / 4133(OC) / 4000(OC) / 3866(OC) / 3800(OC) / 3733(OC) / 3600(OC) / 3200(OC) / 2933 / 2800 / 2666 / 2400 / 2133 MHz,Socluri RAM : x4,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Audio : Incorporata,Codec : Realtek ALC1220,Canale : HD 7.1,Placa de retea : Integrata,Controller : Dragon RTL8125BG,Tip : Dual,Viteza : 10/100/1000/2500,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x4,Porturi M.2 : x2,Port-uri USB 3.0 : x2,Port-uri USB 3.1 (Type-A) : x3,Port-uri USB 3.1 (Type-C) : x1,Port-uri Thunderbold : x1,Iesire optica : Da,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : mITX,Dimensiuni (L x l) (cm) : 17.0 x 17.0"
"Placa de baza ASRock H410M-ITX/ac, Intel H410, LGA 1200, mITX",460.99,491.99,Placi de baza,"Socket : LGA 1200,Chipset : H410,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 2933/2800/2666/2400/2133 MHz,Socluri RAM : x2,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Audio : Incorporata,Codec : Realtek ALC887,Canale : 7.1,Placa de retea : Integrata,Controller : Intel I219-V,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x2,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : mITX"
"Placa de baza GIGABYTE B550M S2H, AMD B550, AM4, mATX",369,,Placi de baza,"Socket : AM4,Chipset : B550,CPU Suportat : AMD AM4 Socket Ryzen™ 3000 Series,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 5000(O.C.) / 4866(O.C.) / 4600(O.C.) / 4400(O.C.) / 4000(O.C.) / 3600(O.C.) / 3333(O.C.) /3200/2933/2667/2400/2133 MHz,Socluri RAM : x2,RAM maxim : 64 GB,Slot grafic : PCI Express 4.0 x16,Detalii sloturi grafice : 1 (x16),Slot PCI-E x1 : x2,Audio : Incorporata,Codec : Realtek ALC887,Canale : HD 7.1,Placa de retea : Integrata,Controller : Realtek® GbE,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x4,HDMI : x1,DVI : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,Format : microATX"
"Placa de baza MSI B550M PRO-VDH WIFI, AMD B550, AM4, mATX",613.99,,Placi de baza,"Socket : AM4,Chipset : B550,CPU Suportat : AMD AM4 Socket Ryzen™ 3000 Series,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 4400+(OC)* / 4266(OC) / 4133(OC) / 4000(OC) / 3866(OC) / 3800(OC) / 3733(OC) / 3600(OC) / 3200(OC) / 2933(OC) / 2800(OC) / 2666 / 2400 / 2133 ,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI Express 4.0 x16,Detalii sloturi grafice : 1 (x16),Slot PCI-E x1 : x2,Audio : Incorporata,Codec : Realtek ALC892,Canale : HD 7.1,Placa de retea : Integrata,Controller : Realtek RTL8111H,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x4,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x4,HDMI : x1,DisplayPort : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,Format : microATX"
"Placa de baza ASUS PRIME Z490-V-SI, Intel Z490, LGA 1200, ATX",791.99,,Placi de baza,"Socket : LGA 1200,Chipset : Z490,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 4266+(OC)* / 4133(OC) / 4000(OC) / 3866(OC) / 3800(OC) / 3733(OC) / 3600(OC) / 3200(OC) / 2933 / 2800 / 2666 / 2400 / 2133 MHz,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 2 (x16 / x4),CrossFireX : 2-Way AMD CrossFireX Technology,Slot PCI-E x1 : x4,Audio : Incorporata,Codec : Realtek ALC887,Canale : HD 7.1,Placa de retea : Integrata,Controller : Realtek RTL8111H,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x4,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x2,Port-uri USB 3.1 (Type-A) : x2,HDMI : x1,DisplayPort : x1,RJ 45 : x1,Audio Jack : x5,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,ATX12V (4 pini) : Da,Format : ATX,Dimensiuni (L x l) (cm) : 30.50 x 24.40"
"Placa de baza ASRock H410M/ac,Intel H410, LGA 1200, mATX",417.99,,Placi de baza,"Socket : LGA 1200,Chipset : H410,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 2933/2800/2666/2400/2133 MHz,Socluri RAM : x2,RAM maxim : 64 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Slot PCI-E x1 : x1,Audio : Incorporata,Codec : Realtek ALC887,Canale : 7.1,Placa de retea : Integrata,Controller : Intel I219-V,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x4,Port-uri USB 3.0 : x2,HDMI : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : microATX"
"Placa de baza ASRock H410M-HDV/M.2, Intel H410, LGA 1200, mATX",354.99,,Placi de baza,"Socket : LGA 1200,Chipset : H410,CPU Suportat : 10th Gen Intel® Core™, Pentium® Gold and Celeron® Processors,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 4400+(OC)* / 4266(OC) / 4133(OC) / 4000(OC) / 3866(OC) / 3800(OC) / 3733(OC) / 3600(OC) / 3200(OC) / 2933(OC) / 2800(OC) / 2666 / 2400 / 2133 ,Socluri RAM : x4,RAM maxim : 128 GB,Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Slot PCI-E x1 : x2,Audio : Incorporata,Codec : Realtek ALC892,Canale : 7.1,Placa de retea : Integrata,Controller : Realtek RTL8111H,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Bluetooth : Da,Wi-Fi : Da,Port-uri SATA III 600 : x4,Porturi M.2 : x2,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x4,HDMI : x1,DisplayPort : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x1,EATX (24 pini) : Da,EPS12V (8 pini) : Da,Format : microATX"
" Procesor Intel Cascade Lake X, Core i9-10900X, 4.5GHz 19.25MB, LGA2066, 165W (Box)",2999.99,,Procesoare,"Serie : Core i9,Socket : LGA 2066,Nucleu : Cascade Lake X,Numar nuclee : 10,Numar Thread-uri : 20,Frecventa : 3700 MHz,Frecventa Turbo : 4500 MHz,Proces de fabricatie : 14 nm,Consum : 165W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2933 Mhz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 256GB,Suport Grafic : Nu,Cache L3 : 19.25 MB,Configuratie PCI Express : 3.0,Benzi PCI Express : 48"
"Procesor Intel Comet Lake, Core i5-10600 4.8GHz 12MB, LGA1200, 65W (Box)",1113.99,1299,Procesoare,"Serie : Core i5,Socket : LGA 1200,Nucleu : Comet Lake,Numar nuclee : 6,Numar Thread-uri : 12,Frecventa : 3300 MHz,Frecventa Turbo : 4800 MHz,QPI : 8 GT/s,Proces de fabricatie : 14 nm,Consum : 65W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Suport Grafic : Da,Model : Intel UHD Graphics 630,Frecventa : 350 MHz,Frecventa Maxima : 1200 MHz,Cache L3 : 12MB,Configuratie PCI Express : 3.0,Benzi PCI Express : 16"
"Procesor Intel Cascade Lake X, Core i9-10920X, 4.6GHz 19.25MB, LGA2066, 165W (Box)",3499.99,,Procesoare,"Serie : Core i9,Socket : LGA 2066,Nucleu : Cascade Lake X,Numar nuclee : 12,Numar Thread-uri : 24,Frecventa : 3500 MHz,Frecventa Turbo : 4600 MHz,Proces de fabricatie : 14 nm,Consum : 165W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2933 Mhz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 256GB,Suport Grafic : Nu,Cache L3 : 19.25 MB,Configuratie PCI Express : 3.0,Benzi PCI Express : 48"
"Tastatura Gaming Mecanica Glorious PC Gaming Race GMMK Full-Size RGB Gateron Brown, USB, US (Negru)",699.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Tastatura Mecanica : Da,Numar taste : 104,Iluminata : Da,Culoare LED : RGB,Key Switches : Gateron Brown,Layout : US,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 440 x 129 x 35.9 ,Greutate (kg) : 0.94g,Lungime cablu (m) : 1.8"
"Casti Gaming Trust GXT 310D, Microfon, Stereo (Multicolor)",114.99,,Casti - Microfoane,"Structura : Earcup,Tip : Casti Gaming,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1 + 1,Stil : Over-the-head,Pernuta : Da,Diametru (mm) : 40,Sensibilitate (dBPa/V) : 108,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 36,Microfon : Da,Tip : Omni-directional,PC : Da,PlayStation 4 : Da,Xbox One : Da,Nintendo : Da,Sunet stereo : Da,Culoare : Multicolor"
"Casti Gaming Plantronics RIG 100HX PC, Xbox One, Microfon (Negru/Gri)",130.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.3,Stil : Over-the-head,Pernuta : Da,Diametru (mm) : 40,Sensibilitate (dBPa/V) : 111,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -45 dB,Impedanta (Ohm) : 2.2,Frecventa : 100 - 10.000 Hz,PC : Da,Xbox One : Da,Sunet stereo : Nu,Culoare : Negru/Gri"
"Casti Stereo Fresh'n Rebel Caps 180364, Microfon (Rosu)",126.99,,Casti - Microfoane,"Tip : Casti Standard,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 1.3,Stil : Over-the-head,Pernuta : Da,Diametru (mm) : 40,Impedanta (Ohm) : 32,Microfon : Da,Sunet stereo : Da,Culoare : Rosu"
"Casti Redragon Minos, Microfon (Negru)",112.99,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : USB,Lungimea cablului (m) : 2,Diametru (mm) : 50,Sensibilitate (dBPa/V) : 120,Frecventa : 20 Hz - 20 kHz,Microfon : Da,Sensibilitate (dBV/Pa) : -38 dB,Tip : Omni-directional,Impedanta (Ohm) : 2200"
Boxe Edifier 2.1 M1380 (Negre),236.99,,Boxe,"Configuratie : 2.1,Frecventa : Sateliti : 140Hz - 20kHz|Subwoofer : 20Hz - 130kHz,SNR (dBA) : >85,Impedanta (Ohm) : 10,Analog : Jack 3.5mm,Subwoofer : 12,Satelit : 2 x 8 W,Totala : 28,Tip : Cu fir,Subwoofer (mm) : 164 Ã— 220 Ã— 280,Sateliti (mm) : 120 Ã— 151 Ã— 125"
"Boxe Edifier XM3BT, 2.1, Bluetooth, 38 W (Negru)",407.99,,Boxe,"Configuratie : 2.1,Frecventa : Sateliti: 150Hz - 20kHz | Subwoofer: 50Hz - 180kHz,SNR (dBA) : 85,USB : Da,Wireless : Da,Analog : Jack 3.5mm,Subwoofer : 22,Satelit : 2 x 8 W,Totala : 38,Greutate (kg) : 5.31,Culoare : Neagra"
"Boxe Edifier R1280Tw, 2.0, 42 W (Alb)",409.99,,Boxe,"Configuratie : 2.0,Frecventa : 75Hz - 18kHz,SNR (dBA) : 85,Impedanta (Ohm) : 4,Material : Lemn,Analog : Jack 3.5mm,Satelit : 21,Totala : 42,Tip : Wireless,Sateliti (mm) : 146 x 234 x 196,Greutate (kg) : 4.9,Culoare : Alb"
"Carcasa Corsair Carbide 275R, MidTower (Negru)",369.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 44.6 x 43.7 x 21.1,Greutate (kg) : 8.56,Culoare : Negru,Panou lateral transparent : Da, plexiglass,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : x2,Lungimea maxima a placii video (mm) : 370,Inaltime maxima cooler CPU (mm) : 170,USB 3.0 : x2,Audio : x1,Microfon : x1,In fata : 1 x 120 mm,In spate : 1 x 120 mm,In fata : 3 x 120mm , 2 x 140mm,Deasupra/Tavan : 2 x 120 mm"
"Carcasa Segotep Knight 03, Mid Tower (Negru)",131.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Sus,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 39.5 x 20 x 41.2,Culoare : Negru,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : x2,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 300,Inaltime maxima cooler CPU (mm) : 155,USB 2.0 : x2,USB 3.0 : x1,Audio : x1,Microfon : x1,In fata : 2 x 120 mm,In spate : 1 x 120 mm"
"Carcasa Silentium PC Signum SG7V EVO TG ARGB, Middle Tower (Negru)",514.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 51.8 x 24.3 x 50.8,Greutate (kg) : 9.05,Culoare : Negru,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x3,Slot HDD intern 2.5&quot; : x9,Sloturi expansiune : x8,Lungimea maxima a placii video (mm) : 420,Inaltime maxima cooler CPU (mm) : 178,USB 3.0 : x2,Audio : x1,Microfon : x1,Numar ventilatoare instalate : 4,In fata : 3x 120mm RGB LED,In spate : 1x 120 mm RGB LED,Deasupra/Tavan : 3 x 140/120 mm"
"Carcasa Raijintek Asterion Plus Silver Window, Full Tower (Argintiu)",799.99,,Carcase,"Tip : Full Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,E-ATX : Da,Dimensiuni (cm) : 52.5 x 49.1 x 23,Greutate (kg) : 8.5,Culoare : Argintiu,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x3,Slot HDD intern 2.5&quot; : x6 (din cele de 3.5),Sloturi expansiune : x8,Lungimea maxima a placii video (mm) : 340,Inaltime maxima cooler CPU (mm) : 180,USB 3.0 : x4,Audio : x1,Microfon : x1,Numar ventilatoare instalate : 3,In fata : 2 x 120 mm,In spate : 1 x 120 mm,In fata : 3 x 120mm sau 2 x 140 mm sau 2 x 200 mm,In spate : 1 x 140/ 120mm,Deasupra/Tavan : 3 x 120 mm sau 2 x 140 mm"
"Carcasa Silentium PC Signum SG7V TG, Middle Tower (Negru) ",440.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 51.8 x 24.3 x 50.8,Greutate (kg) : 8.7,Culoare : Negru,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x3,Slot HDD intern 2.5&quot; : x9,Sloturi expansiune : x8,Lungimea maxima a placii video (mm) : 420,Inaltime maxima cooler CPU (mm) : 178,USB 3.0 : x2,Audio : x1,Microfon : x1,Numar ventilatoare instalate : 4,In fata : 3 x 120mm,In spate : 1 x 120 mm,Deasupra/Tavan : 3 x 140/120 mm"
"Carcasa Silentium PC Armis AR6X TG RGB, Middle Tower (Negru)",430.99,453.99,Carcase,"Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,E-ATX : Da,Dimensiuni (cm) : 47.0 x 44.3 x 22.1,Greutate (kg) : 7.05,Culoare : Negru,Panou lateral transparent : Da, Tempered Glass,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : x4,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 360,Inaltime maxima cooler CPU (mm) : 162,USB 3.0 : x2,Audio : x1,Microfon : x1,Numar ventilatoare instalate : 5,Total ventilatoare compatibile : 8,In fata : 3x 120 mm LED RGB,In spate : 1x 120 mm RGB LED,Deasupra/Tavan : 1 x 120 mm,Deasupra/Tavan : 2 x 120/140 mm,Jos/Podea : 2 x 120 mm"
"Adaptor OEM KOM0850, DisplayPort - HDMI (Alb)",38.22,,Periferice,"Tip conector : DisplayPort - HDMI,Culoare : Alb"
Sursa Floston FL500 Extra&#44; 500W,129.99,,Surse,"Tip : ATX,Putere : 500W,Ventilator : 1 x 120mm,PFC : Activ,Eficienta : 75%,Protectie : OVP/OCP/SCP,Modulara : Nu,+3.3V : 20A,+5V : 26A,+12V1 : 24A,+5VSB : 2.5A,-12V : 0.8A,24-Pin (MotherBoard) : x1 (20+4 Pin),4-Pin (CPU 12V) : x1,6-Pin (PCI Express) : x1,SATA : x3,4-Pin (Molex) : x3,4-Pin (Floppy) : x1"
"Sursa Floston FL550-12, 550W",103.99,,Surse,"Tip : ATX,Putere : 550W,Ventilator : 1 x 120mm,Modulara : Nu,Rail-uri +12V : 1,+3.3V : 20A,+5V : 26A,+12V1 : 28A,+5VSB : 2.5A,-12V : 0.8A,24-Pin (MotherBoard) : x1 (20+4 Pin),4-Pin (CPU 12V) : x1,6-Pin (PCI Express) : x1,SATA : x3,4-Pin (Molex) : x2,4-Pin (Floppy) : x1,Dimensiuni (L x l x I) (cm) : 150 x 140 x 86 mm"
"Sursa Xilence Performance A+ III XP650MR11, 80+ Bronze, 650W",334.99,,Surse,"Tip : ATX,Putere : 650W,Ventilator : 1 x 120mm,PFC : Activ,Eficienta : 85%,Modulara : Full Modulara,Certificare : 80 PLUS BRONZE,OCP (Over Current Protection) : Da,OVP (Over Voltage Protection) : Da,OTP (Over Temperature Protection) : Da,OLP (Over Load Protection) : Da,SCP (Short Circuit Protection) : Da,UVP (Under-Voltage Protection) : Da,Rail-uri +12V : 1,+3.3V : 20A,+5V : 20A,+12V1 : 54.1A,+5VSB : 3.0A,-12V : 0.3A,24-Pin (MotherBoard) : x1 (20+4 Pin),8(4+4)-Pin (CPU 12V) : x1,8-Pin (PCI Express) : x2 (6+2 Pin),SATA : x6,4-Pin (Molex) : x3"
"Placa video ASUS GeForce GTX 1660 SUPER TUF GAMING X3 ADVANCED, 6GB, GDDR6, 192-bit",1589.99,,Placi Video,"Chipset : nVidia,Model Chipset : GeForce GTX 1660 SUPER,Interfata : PCI-E x 16 3.0,Sistem de racire : Activ (Triple-Slot),DirectX : 12.1,OpenGL : 4.6,OpenCL : 1.2,RAMDAC : 400 MHz,Memorie (MB) : 6144MB,Bus memorie : 192 biti,Tip memorie : GDDR6,Latime de banda : 288.4 GB/s,Procesor grafic : TU116 ,Proces de fabricatie : 12 nm,Conector alimentare (pini) : 1 x 8 pini,Unitati de procesare : 1408,Sursa minima recomandata : 450W,Frecventa procesor : 1830 MHz Boost,Frecventa memorie : 14000 MHz,Rezolutie maxima (digital) : 7680 x 4320,DVI : x1,HDMI : x1,DisplayPort : x1,nVidia PhysX : Da,nVidia Adaptive Vertical Sync : Da,nVidia Surround : Da,nVidia 3D Vision Surround : Da,nVidia CUDA : Da,nVidia 3D Vision : Da,nVidia G-SYNC : Da,nVidia GameStream Ready : Da,nVidia VR ready : Da,nVidia Ansel : Da,nVidia Vulkan API : Da,Lungime (mm) : 264,Latime (mm) : 130.6,Grosime (mm) : 55"
"Placa video ASUS GeForce GTX 1660 SUPER Evo Advanced Dual, 6GB, GDDR6, 192-bit",1383.99,1454.99,Placi Video,"Chipset : nVidia,Model Chipset : GeForce GTX 1660 SUPER,Interfata : PCI-E x 16 3.0,Sistem de racire : Activ (Dual-Slot),DirectX : 12.1,OpenGL : 4.6,OpenCL : 1.2,RAMDAC : 400 MHz,Memorie (MB) : 6144MB,Bus memorie : 192 biti,Tip memorie : GDDR6,Latime de banda : 288.4 GB/s,Procesor grafic : TU116 ,Proces de fabricatie : 12 nm,Conector alimentare (pini) : 1 x 8 pini,Unitati de procesare : 1408,Sursa minima recomandata : 450W,Frecventa procesor : 1830 MHz Boost,Frecventa memorie : 14000 MHz,Rezolutie maxima (digital) : 7680 x 4320,DVI : x1,HDMI : x1,DisplayPort : x1,nVidia PhysX : Da,nVidia Adaptive Vertical Sync : Da,nVidia Surround : Da,nVidia 3D Vision Surround : Da,nVidia CUDA : Da,nVidia 3D Vision : Da,nVidia G-SYNC : Da,nVidia GameStream Ready : Da,nVidia VR ready : Da,nVidia Ansel : Da,nVidia Vulkan API : Da,Lungime (mm) : 242,Latime (mm) : 130.6,Grosime (mm) : 53.34"
Placa video ASUS Radeon RX 5500 XT ROG STRIX GAMING O8G 8GB GDDR6 128-bit,1299.99,,Placi Video,"Chipset : AMD,Model Chipset : Radeon™ RX 5500 XT,Interfata : PCI Express x16 4.0,Sistem de racire : Activ (Dual-Slot),DirectX : 12.1,OpenGL : 4.6,OpenCL : 2.0,RAMDAC : 400 MHz,Nr. Tranzistoare : 6400 milioane,Memorie (MB) : 8192 MB,Bus memorie : 128 biti,Tip memorie : GDDR6,Latime de banda : 224.3GB/s,Procesor grafic : Navi 14,Proces de fabricatie : 7 nm,Conector alimentare (pini) : 1 x 8 pini,Unitati de procesare : 1408,Sursa minima recomandata : 450W,Frecventa procesor : 1865 MHz,Frecventa memorie : 14000 MHz,Rezolutie maxima (digital) : 7680 x 4320,Rezolutie maxima (analog) : 4096 x 2160,HDMI : x1,DisplayPort : x3,AMD FREESYNC™ TECHNOLOGY : Da,Lungime (mm) : 280,Latime (mm) : 127,Grosime (mm) : 58"
"SSD Intel 760p Series, 2TB, PCI Express x4, M.2",1341.99,,Solid-State Drive (SSD),"Model : SSDPEKKW020T8X1,Serie : 760p,Tip SSD : Intern,Form Factor : M.2,Capacitate : 2TB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,MTBF (ore) : 1.600.000,Viteza max. (citire) (MB/s) : 3470,Viteza max. (scriere) (MB/s) : 1625,Random 4KB citire (IOPS) : 340.000,Random 4KB scriere (IOPS) : 275.000,Inaltime (mm) : 2.38,Dimensiuni (L x l x G) (mm) : 80 x 22 x 2.38"
"Tastatura Gaming Mecanica GIGABYTE Force K81, Red Switch",260.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Tastatura Mecanica : Da,Altele : Anti-Ghosting,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 438 x 131 x 40,Greutate (kg) : 1.1,Lungime cablu (m) : 1.8"
"Kit Tastaura si Mouse Wireless Dell KM7120W, USB (Gri)",378.99,, Tastaturi PC,"Tip produs : Kit tastatura si mouse,Conectivitate : Wireless,Interfata tastatura : USB,Culoare : Gri,Conectare : Wireless,Interfata mouse : USB,Rezolutie (DPI) : 1600,Culoare : Gri"
"Tastatura Gaming Marvo K606, Iluminare Rainbow (Negru)",59,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Tastatura Gaming : Da,Numar taste : 104,Iluminata : Da,Culoare LED : Rainbow,Sistem de operare : Windows (7 sau mai nou),Culoare : Negru,Lungime cablu (m) : 1.5"
Mouse ESPERANZA EM125K (Negru) + GEL Mousepad,25.94,,Mouse,"Conectare : Wired,Tehnologie : Optic,Recomandare : Office,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 1200,Culoare : Negru"
"Mouse Optic ASUS MW202, Wireless, 4000 DPI (Albastru)",102.99,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Constructie : Pentru dreptaci,Interfata : USB,Rezolutie (DPI) : 4000,Culoare : Albastru,Dimensiune (mm) : 75 x 105 x 40,Greutate : 70g"
Casti Gaming Tracer Battle Heroes Expert (Rosii),56.99,,Casti - Microfoane,"Structura : Earcup,Tip : Casti Gaming,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 2.4,Stil : Over-the-head,Pernuta : Da,Diametru (mm) : 40,Sensibilitate (dBPa/V) : 110,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,PC : Da,Sunet stereo : Da,Culoare : Negru/Rosu"
